id,OR_589nm
631,3.9210000000000114
632,9.155499999999998
634,2.1139466666666658
635,-2.6311999999999975
636,-4.673733333333331
637,5.740366666666669
638,1.6232333333333315
639,3.3718333333333277
640,-0.3336533333333331
641,0.10323333333333314
642,0.9051133333333338
643,0.12292186666666775
644,-1.0661033333333332
645,-0.07550276666666633
646,0.5312700000000063
647,-1.078613333333332
648,1.6294333333333337
649,-0.7924366666666668
